date,sentiment,sentiment_dict
2010-07-28,-0.5924799293279648,"{'positive': 0.09446080029010773, 'negative': 0.6869407296180725, 'neutral': 0.21859851479530334}"
2010-09-08,0.011364668607711792,"{'positive': 0.17869220674037933, 'negative': 0.16732753813266754, 'neutral': 0.6539802551269531}"
2010-10-20,-0.009169027209281921,"{'positive': 0.24416150152683258, 'negative': 0.2533305287361145, 'neutral': 0.5025080442428589}"
2010-12-01,-0.21010148525238037,"{'positive': 0.1959860920906067, 'negative': 0.40608757734298706, 'neutral': 0.397926390171051}"
2011-01-01,0.02382078766822815,"{'positive': 0.22787226736545563, 'negative': 0.20405147969722748, 'neutral': 0.5680762529373169}"
2011-04-01,-0.5586243942379951,"{'positive': 0.08524959534406662, 'negative': 0.6438739895820618, 'neutral': 0.2708764672279358}"
2011-06-01,-0.10434238612651825,"{'positive': 0.17392228543758392, 'negative': 0.2782646715641022, 'neutral': 0.5478130578994751}"
2011-07-01,-0.09672977030277252,"{'positive': 0.1314658224582672, 'negative': 0.22819559276103973, 'neutral': 0.6403385400772095}"
2011-09-01,-0.3886130005121231,"{'positive': 0.13454751670360565, 'negative': 0.5231605172157288, 'neutral': 0.34229201078414917}"
2011-10-01,-0.1921907663345337,"{'positive': 0.1423633098602295, 'negative': 0.3345540761947632, 'neutral': 0.5230826139450073}"
2011-11-01,0.08571776747703552,"{'positive': 0.3083047568798065, 'negative': 0.222586989402771, 'neutral': 0.46910831332206726}"
2012-01-01,0.13455591350793839,"{'positive': 0.24650801718235016, 'negative': 0.11195210367441177, 'neutral': 0.6415399312973022}"
2012-02-01,0.30159129202365875,"{'positive': 0.4207255244255066, 'negative': 0.11913423240184784, 'neutral': 0.46014025807380676}"
2012-06-01,-0.0264061838388443,"{'positive': 0.1711355596780777, 'negative': 0.197541743516922, 'neutral': 0.6313226819038391}"
2012-07-01,0.033774182200431824,"{'positive': 0.16203664243221283, 'negative': 0.128262460231781, 'neutral': 0.709700882434845}"
2012-08-01,-0.13882987201213837,"{'positive': 0.08854535222053528, 'negative': 0.22737522423267365, 'neutral': 0.6840793490409851}"
2012-10-01,0.03584086894989014,"{'positive': 0.19801487028598785, 'negative': 0.16217400133609772, 'neutral': 0.639811098575592}"
2012-11-01,-0.24035735428333282,"{'positive': 0.07421456277370453, 'negative': 0.31457191705703735, 'neutral': 0.6112135052680969}"
2013-01-01,0.018792003393173218,"{'positive': 0.22261588275432587, 'negative': 0.20382387936115265, 'neutral': 0.5735601782798767}"
2013-03-01,0.04299335181713104,"{'positive': 0.16350077092647552, 'negative': 0.12050741910934448, 'neutral': 0.7159917950630188}"
2013-04-01,0.09271308779716492,"{'positive': 0.18694661557674408, 'negative': 0.09423352777957916, 'neutral': 0.7188199162483215}"
2013-06-01,0.10278883576393127,"{'positive': 0.2629905641078949, 'negative': 0.16020172834396362, 'neutral': 0.5768077373504639}"
2013-07-01,0.12419891357421875,"{'positive': 0.3792691230773926, 'negative': 0.25507020950317383, 'neutral': 0.365660697221756}"
2013-09-01,0.3884771913290024,"{'positive': 0.4658205807209015, 'negative': 0.07734338939189911, 'neutral': 0.4568359851837158}"
2013-10-01,0.10284470021724701,"{'positive': 0.1999276727437973, 'negative': 0.09708297252655029, 'neutral': 0.7029893398284912}"
2013-12-01,0.3520728424191475,"{'positive': 0.45884013175964355, 'negative': 0.10676728934049606, 'neutral': 0.4343926012516022}"
2014-01-01,-0.20756618678569794,"{'positive': 0.1294514387845993, 'negative': 0.33701762557029724, 'neutral': 0.5335309505462646}"
2014-03-01,-0.06286847591400146,"{'positive': 0.17477993667125702, 'negative': 0.23764841258525848, 'neutral': 0.5875716805458069}"
2014-04-01,-0.252480149269104,"{'positive': 0.16941919922828674, 'negative': 0.42189934849739075, 'neutral': 0.4086814522743225}"
2014-06-01,0.21888357400894165,"{'positive': 0.3384714722633362, 'negative': 0.11958789825439453, 'neutral': 0.5419406294822693}"
2014-07-01,0.31066441535949707,"{'positive': 0.4524386525154114, 'negative': 0.1417742371559143, 'neutral': 0.4057871103286743}"
2014-09-01,0.02358052134513855,"{'positive': 0.15524516999721527, 'negative': 0.13166464865207672, 'neutral': 0.7130902409553528}"
2014-10-01,-0.15043368190526962,"{'positive': 0.07633859664201736, 'negative': 0.226772278547287, 'neutral': 0.6968891620635986}"
2014-12-01,-0.01466447114944458,"{'positive': 0.2802874743938446, 'negative': 0.2949519455432892, 'neutral': 0.4247605800628662}"
2015-01-01,0.030467987060546875,"{'positive': 0.21088199317455292, 'negative': 0.18041400611400604, 'neutral': 0.6087040305137634}"
2015-04-01,-0.21022282540798187,"{'positive': 0.1596383899450302, 'negative': 0.3698612153530121, 'neutral': 0.4705004096031189}"
2015-06-01,-0.2025589942932129,"{'positive': 0.1966961920261383, 'negative': 0.3992551863193512, 'neutral': 0.4040485918521881}"
2015-07-01,0.3315979763865471,"{'positive': 0.4437841773033142, 'negative': 0.11218620091676712, 'neutral': 0.44402962923049927}"
2015-09-01,-0.14582663774490356,"{'positive': 0.18708273768424988, 'negative': 0.33290937542915344, 'neutral': 0.4800078868865967}"
2015-10-01,-0.18145084381103516,"{'positive': 0.1751827895641327, 'negative': 0.35663363337516785, 'neutral': 0.46818357706069946}"
2015-12-01,0.18601486086845398,"{'positive': 0.32881614565849304, 'negative': 0.14280128479003906, 'neutral': 0.5283825397491455}"
2016-01-01,-0.40271779894828796,"{'positive': 0.08557155728340149, 'negative': 0.48828935623168945, 'neutral': 0.42613908648490906}"
2016-03-01,-0.22857363522052765,"{'positive': 0.13767744600772858, 'negative': 0.3662510812282562, 'neutral': 0.496071457862854}"
2016-04-01,0.1524192839860916,"{'positive': 0.23685266077518463, 'negative': 0.08443337678909302, 'neutral': 0.6787140369415283}"
2016-06-01,0.11885148286819458,"{'positive': 0.2582346200942993, 'negative': 0.13938313722610474, 'neutral': 0.602382242679596}"
2016-07-01,-0.04414252191781998,"{'positive': 0.11644027382135391, 'negative': 0.1605827957391739, 'neutral': 0.7229769229888916}"
2016-09-01,0.13747632503509521,"{'positive': 0.25149741768836975, 'negative': 0.11402109265327454, 'neutral': 0.6344814896583557}"
2016-10-01,0.03729243576526642,"{'positive': 0.19800522923469543, 'negative': 0.16071279346942902, 'neutral': 0.6412819623947144}"
2016-11-01,0.05590292811393738,"{'positive': 0.33822354674339294, 'negative': 0.28232061862945557, 'neutral': 0.3794558048248291}"
2017-01-01,0.06379150599241257,"{'positive': 0.18259914219379425, 'negative': 0.11880763620138168, 'neutral': 0.6985931992530823}"
2017-03-01,0.14975102245807648,"{'positive': 0.21804594993591309, 'negative': 0.06829492747783661, 'neutral': 0.7136591672897339}"
2017-04-01,0.25124264508485794,"{'positive': 0.3349283039569855, 'negative': 0.08368565887212753, 'neutral': 0.5813860297203064}"
2017-05-01,0.056893862783908844,"{'positive': 0.17011144757270813, 'negative': 0.11321758478879929, 'neutral': 0.7166709899902344}"
2017-07-01,0.1991502270102501,"{'positive': 0.2896188795566559, 'negative': 0.09046865254640579, 'neutral': 0.6199124455451965}"
2017-09-01,0.0005297064781188965,"{'positive': 0.15042515099048615, 'negative': 0.14989544451236725, 'neutral': 0.6996793746948242}"
2017-10-01,0.07325954735279083,"{'positive': 0.2064550369977951, 'negative': 0.13319548964500427, 'neutral': 0.660349428653717}"
2017-11-01,-0.05859433114528656,"{'positive': 0.17136725783348083, 'negative': 0.2299615889787674, 'neutral': 0.5986711978912354}"
2018-01-01,0.060799188911914825,"{'positive': 0.15624862909317017, 'negative': 0.09544944018125534, 'neutral': 0.7483019232749939}"
2018-03-01,0.09119364619255066,"{'positive': 0.19879817962646484, 'negative': 0.10760453343391418, 'neutral': 0.6935973167419434}"
2018-04-01,0.05119353532791138,"{'positive': 0.12959858775138855, 'negative': 0.07840505242347717, 'neutral': 0.7919963002204895}"
2018-05-01,0.2793567329645157,"{'positive': 0.3793787360191345, 'negative': 0.10002200305461884, 'neutral': 0.5205993056297302}"
2018-07-01,0.08946745842695236,"{'positive': 0.16937555372714996, 'negative': 0.0799080953001976, 'neutral': 0.7507163286209106}"
2018-09-01,0.10698668658733368,"{'positive': 0.17659112811088562, 'negative': 0.06960444152355194, 'neutral': 0.7538044452667236}"
2018-10-01,0.04757678508758545,"{'positive': 0.15128251910209656, 'negative': 0.10370573401451111, 'neutral': 0.7450117468833923}"
2018-12-01,0.20082344859838486,"{'positive': 0.26834672689437866, 'negative': 0.0675232782959938, 'neutral': 0.6641299724578857}"
2019-01-01,0.31697873771190643,"{'positive': 0.4814039468765259, 'negative': 0.16442520916461945, 'neutral': 0.35417088866233826}"
2019-03-01,0.0011705607175827026,"{'positive': 0.1444588452577591, 'negative': 0.1432882845401764, 'neutral': 0.7122528553009033}"
2019-04-01,0.03144925832748413,"{'positive': 0.13458651304244995, 'negative': 0.10313725471496582, 'neutral': 0.762276291847229}"
2019-06-01,0.061184562742710114,"{'positive': 0.15072958171367645, 'negative': 0.08954501897096634, 'neutral': 0.7597253918647766}"
2019-07-01,-0.24810729920864105,"{'positive': 0.11597059667110443, 'negative': 0.3640778958797455, 'neutral': 0.5199515223503113}"
2019-09-01,0.15449778735637665,"{'positive': 0.29229652881622314, 'negative': 0.1377987414598465, 'neutral': 0.5699046850204468}"
2019-10-01,0.04106619954109192,"{'positive': 0.3136984705924988, 'negative': 0.27263227105140686, 'neutral': 0.41366925835609436}"
2019-11-01,0.026921413838863373,"{'positive': 0.1435987800359726, 'negative': 0.11667736619710922, 'neutral': 0.7397239208221436}"
2020-01-01,-0.010270543396472931,"{'positive': 0.12166445702314377, 'negative': 0.1319350004196167, 'neutral': 0.7464005947113037}"
2020-03-01,-0.019435390830039978,"{'positive': 0.14864090085029602, 'negative': 0.168076291680336, 'neutral': 0.6832827925682068}"
2020-04-01,-0.9269011728465557,"{'positive': 0.012346196919679642, 'negative': 0.9392473697662354, 'neutral': 0.048406507819890976}"
2020-05-01,-0.8443996757268906,"{'positive': 0.025148704648017883, 'negative': 0.8695483803749084, 'neutral': 0.10530292242765427}"
2020-07-01,-0.45290154218673706,"{'positive': 0.07076174020767212, 'negative': 0.5236632823944092, 'neutral': 0.40557506680488586}"
2020-09-01,-0.08485768735408783,"{'positive': 0.15598799288272858, 'negative': 0.2408456802368164, 'neutral': 0.6031663417816162}"
2020-10-01,0.15533223748207092,"{'positive': 0.24460211396217346, 'negative': 0.08926987648010254, 'neutral': 0.6661280393600464}"
2020-12-01,-0.11174722015857697,"{'positive': 0.15390412509441376, 'negative': 0.2656513452529907, 'neutral': 0.5804445147514343}"
2021-01-01,-0.5238687545061111,"{'positive': 0.10391156375408173, 'negative': 0.6277803182601929, 'neutral': 0.2683080732822418}"
2021-03-01,-0.06622974574565887,"{'positive': 0.11905452609062195, 'negative': 0.18528427183628082, 'neutral': 0.695661187171936}"
2021-04-01,0.03845437616109848,"{'positive': 0.11209944635629654, 'negative': 0.07364507019519806, 'neutral': 0.8142554759979248}"
2021-06-01,0.1686634123325348,"{'positive': 0.2441217452287674, 'negative': 0.0754583328962326, 'neutral': 0.6804199814796448}"
2021-07-01,0.13118074089288712,"{'positive': 0.25444725155830383, 'negative': 0.12326651066541672, 'neutral': 0.6222862005233765}"
2021-09-01,0.06741694360971451,"{'positive': 0.1506205052137375, 'negative': 0.08320356160402298, 'neutral': 0.7661759257316589}"
2021-10-01,-0.03554674983024597,"{'positive': 0.1647404432296753, 'negative': 0.20028719305992126, 'neutral': 0.634972333908081}"
2021-12-01,0.14081190526485443,"{'positive': 0.23543699085712433, 'negative': 0.0946250855922699, 'neutral': 0.6699379086494446}"
2022-01-01,0.05103166401386261,"{'positive': 0.1996583640575409, 'negative': 0.14862670004367828, 'neutral': 0.6517149209976196}"
2022-03-01,-0.11580303311347961,"{'positive': 0.13864293694496155, 'negative': 0.25444597005844116, 'neutral': 0.6069111227989197}"
2022-04-01,0.15697113424539566,"{'positive': 0.2620031237602234, 'negative': 0.10503198951482773, 'neutral': 0.6329649090766907}"
2022-06-01,0.08325743675231934,"{'positive': 0.22635871171951294, 'negative': 0.1431012749671936, 'neutral': 0.6305399537086487}"
2022-07-01,-0.22225907444953918,"{'positive': 0.12690895795822144, 'negative': 0.3491680324077606, 'neutral': 0.5239229798316956}"
2022-09-01,-0.07209709286689758,"{'positive': 0.15316401422023773, 'negative': 0.22526110708713531, 'neutral': 0.621574878692627}"
2022-10-01,0.014176294207572937,"{'positive': 0.24994297325611115, 'negative': 0.2357666790485382, 'neutral': 0.5142903923988342}"
2022-11-01,-0.08407141268253326,"{'positive': 0.2124125212430954, 'negative': 0.29648393392562866, 'neutral': 0.4911035895347595}"
2023-01-01,-0.4912158399820328,"{'positive': 0.1321626752614975, 'negative': 0.6233785152435303, 'neutral': 0.24445873498916626}"
2023-03-01,0.23410159349441528,"{'positive': 0.3690004050731659, 'negative': 0.1348988115787506, 'neutral': 0.4961007833480835}"
2023-04-01,-0.2124079093337059,"{'positive': 0.1032615676522255, 'negative': 0.3156694769859314, 'neutral': 0.5810689330101013}"
2023-05-01,-0.04764286428689957,"{'positive': 0.10264938324689865, 'negative': 0.15029224753379822, 'neutral': 0.7470583915710449}"
2023-07-01,-0.6194019541144371,"{'positive': 0.06154672056436539, 'negative': 0.6809486746788025, 'neutral': 0.2575046420097351}"
2023-09-01,-0.07020983099937439,"{'positive': 0.151346817612648, 'negative': 0.2215566486120224, 'neutral': 0.6270965337753296}"
2023-10-01,-0.11738410592079163,"{'positive': 0.2516438066959381, 'negative': 0.36902791261672974, 'neutral': 0.37932834029197693}"
2023-11-01,-0.28808459639549255,"{'positive': 0.1342780888080597, 'negative': 0.42236268520355225, 'neutral': 0.4433591961860657}"
2024-01-01,0.12011218070983887,"{'positive': 0.25201690196990967, 'negative': 0.1319047212600708, 'neutral': 0.6160783767700195}"
2024-02-01,0.1182866245508194,"{'positive': 0.2851625084877014, 'negative': 0.16687588393688202, 'neutral': 0.5479615926742554}"
2024-04-01,-0.06382779777050018,"{'positive': 0.19540561735630035, 'negative': 0.25923341512680054, 'neutral': 0.5453609824180603}"
2024-05-01,0.12778566777706146,"{'positive': 0.24458256363868713, 'negative': 0.11679689586162567, 'neutral': 0.6386205554008484}"
2024-07-01,0.03323480486869812,"{'positive': 0.13647617399692535, 'negative': 0.10324136912822723, 'neutral': 0.7602825164794922}"
2024-08-01,-0.2744825631380081,"{'positive': 0.13396434485912323, 'negative': 0.40844690799713135, 'neutral': 0.45758873224258423}"
